article_index,article_title,paragraph_index,meta,subcategory,span,accept,deny,total_votes,accept_rate
19,GOP lawmaker suggests Colin Kaepernick move to a different country,0,Prerana,name-calling,controversy over Nike sneakers with a Revolutionary War-era flag,0,4,4,0.0
19,GOP lawmaker suggests Colin Kaepernick move to a different country,0,Prerana,name-calling,who is well known for his political activism,0,4,4,0.0
19,GOP lawmaker suggests Colin Kaepernick move to a different country,0,Prerana,name-calling,marked an era when slavery existed in the,1,3,4,0.25
19,GOP lawmaker suggests Colin Kaepernick move to a different country,0,Prerana,doubt,symbol that he and others consider offensive,2,2,4,0.5
19,GOP lawmaker suggests Colin Kaepernick move to a different country,1,Ashrey,doubt,very radical people in the United States of America who don't like America.,1,3,4,0.25
19,GOP lawmaker suggests Colin Kaepernick move to a different country,1,Ashrey,exaggeration,"They don't like the foundational principles that have made us a great nation, and I would put Mr. Kaepernick in that category",4,0,4,1.0
19,GOP lawmaker suggests Colin Kaepernick move to a different country,1,Aarush,name-calling,very radical people in the United States of America who don't like America,4,0,4,1.0
19,GOP lawmaker suggests Colin Kaepernick move to a different country,1,Prerana,name-calling,"""very radical people in the United States of America who don't like America.",4,0,4,1.0
19,GOP lawmaker suggests Colin Kaepernick move to a different country,1,Prerana,demonization,on't like the foundational principles that have made us a great nation,2,2,4,0.5
19,GOP lawmaker suggests Colin Kaepernick move to a different country,1,Prerana,name-calling,d put Mr. Kaepernick in that category ...,0,4,4,0.0
19,GOP lawmaker suggests Colin Kaepernick move to a different country,1,Prerana,name-calling,"by some white supremacist groups such as the Ku Klux Klan,",2,2,4,0.5
19,GOP lawmaker suggests Colin Kaepernick move to a different country,1,Prerana,name-calling,ate symbols and is widely seen as a patriotic flag,2,2,4,0.5
19,GOP lawmaker suggests Colin Kaepernick move to a different country,2,Ashrey,no polarizing language,no polarizing language selected,0,4,4,0.0
19,GOP lawmaker suggests Colin Kaepernick move to a different country,2,Ashrey,demonization,we've had over a million Americans die fighting for our liberties. All of these things that we enjoy he seems to frown upon,3,1,4,0.75
19,GOP lawmaker suggests Colin Kaepernick move to a different country,2,Aarush,no polarizing language,no polarizing language selected,0,4,4,0.0
19,GOP lawmaker suggests Colin Kaepernick move to a different country,2,Prerana,doubt,doubt he will do that because,2,2,4,0.5
19,GOP lawmaker suggests Colin Kaepernick move to a different country,2,Prerana,exaggeration,we've had over a million Americans die fighting,2,2,4,0.5
20,Trump hits polling on Fox News: 'Something weird going on at Fox',0,Ashrey,name-calling,They were against Crooked Hillary also,3,0,3,1.0
20,Trump hits polling on Fox News: 'Something weird going on at Fox',0,Ashrey,doubt,"For the record, I didn't spend 30 hours with @abcnews , but rather a tiny fraction of that. More Fake News @BretBaier",3,0,3,1.0
20,Trump hits polling on Fox News: 'Something weird going on at Fox',0,Ashrey,exaggeration,"saying ""something weird"" is happening at the network favored by conservatives",2,1,3,0.666667
20,Trump hits polling on Fox News: 'Something weird going on at Fox',0,Prerana,doubt,"""something weird"" is happening at the network favored by conservatives",2,1,3,0.666667
20,Trump hits polling on Fox News: 'Something weird going on at Fox',0,Prerana,name-calling,re against Crooked Hillary,3,0,3,1.0
20,Trump hits polling on Fox News: 'Something weird going on at Fox',0,Prerana,name-calling,More Fake News @BretBaier - Donald J. Trump,1,2,3,0.333333
20,Trump hits polling on Fox News: 'Something weird going on at Fox',0,Aarush,slogans,hat. More Fake News,2,1,3,0.666667
20,Trump hits polling on Fox News: 'Something weird going on at Fox',1,Ashrey,slogans,MAKE AMERICA GREAT AGAIN!,3,0,3,1.0
20,Trump hits polling on Fox News: 'Something weird going on at Fox',1,Ashrey,doubt,"The president tweeted earlier Monday that ""only fake polls"" showed him behind 2020 Democrats, referring to them as a ""Motley Crew.""",3,0,3,1.0
20,Trump hits polling on Fox News: 'Something weird going on at Fox',1,Prerana,name-calling,"""only fake polls"" showed him behind 2020",1,2,3,0.333333
20,Trump hits polling on Fox News: 'Something weird going on at Fox',1,Prerana,name-calling,"referring to them as a ""Motley Crew.""",3,0,3,1.0
20,Trump hits polling on Fox News: 'Something weird going on at Fox',1,Prerana,slogans,". ""Much work to do! MAKE AMERICA GREAT AGAIN!""",3,0,3,1.0
20,Trump hits polling on Fox News: 'Something weird going on at Fox',1,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
20,Trump hits polling on Fox News: 'Something weird going on at Fox',2,Ashrey,demonization,"""Fox is moving more and more to the losing (wrong) side in covering the Dems,""",3,0,3,1.0
20,Trump hits polling on Fox News: 'Something weird going on at Fox',2,Prerana,scapegoating,ut he has increasingly criticized it over its campaign covera,1,2,3,0.333333
20,Trump hits polling on Fox News: 'Something weird going on at Fox',2,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
21,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",0,Ashrey,demonization,"who spat in Eric Trump's face last week, saying politicians involved in 'spreading hate' should consider dining at home",2,1,3,0.666667
21,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",0,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
21,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",0,Prerana,name-calling,"ek, saying politicians involved in 'spreading hate' should consider dining at home",0,3,3,0.0
21,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",0,Prerana,exaggeration,Wilkinson says restaurants are 'a part of the soundstage for our ongoing national spectacle'.,3,0,3,1.0
21,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",1,Ashrey,demonization,an administration that has made its name trashing norms and breaking backs,3,0,3,1.0
21,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",1,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
21,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",1,Prerana,name-calling,"""staying in their lane""",0,3,3,0.0
21,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",1,Prerana,name-calling,"If you're an unsavory individual - of whatever persuasion or affiliation - we have no legal or moral obligation to do business with you,",2,1,3,0.666667
21,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",1,Prerana,casual oversimplification,"You can't call people your enemies by day and expect hospitality from them in the evening,' she added.",1,2,3,0.333333
21,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",2,Ashrey,doubt,'[Wilkinson's] actions say far more about her than about me.,3,0,3,1.0
21,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",2,Aarush,slogans,to 'its normal axis',1,2,3,0.333333
21,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",2,Prerana,exaggeration,'its normal axis' there will be less 'highly charged encounters' making headlines.,2,1,3,0.666667
21,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",2,Prerana,demonization,If you're directly complicit in spreading hate or perpetuating suffering,0,3,3,0.0
21,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",3,Ashrey,no polarizing language,no polarizing language selected,3,0,3,1.0
21,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",3,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
21,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",3,Prerana,no polarizing language,no polarizing language selected,3,0,3,1.0
22,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",0,Ashrey,demonization,"more personal contact with people."" ""This can't be real... can it? Based on the allegations I'd stay away from that but hey I'm new",3,0,3,1.0
22,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",0,Ashrey,slogans,"""Can I win?"" Moore said at his announcement on Thursday . ""Yes, I can win. Not only can I, they know I can.",1,2,3,0.333333
22,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",0,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
22,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",0,Prerana,doubt,This can't be real... can it?,1,2,3,0.333333
22,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",0,Prerana,bandwagon,"Thursday despite leading Republicans criticizing him and President Trump publicly saying he couldn't win. ""Can I win?",0,3,3,0.0
22,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",0,Prerana,bandwagon,"""Yes, I can win. Not only can I, they know I can.",2,1,3,0.666667
22,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",1,Ashrey,exaggeration,"You're literally the only candidate who could lose a GOP seat in pro-Trump, pro-USA ALABAMA",3,0,3,1.0
22,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",1,Ashrey,demonization,"If you actually care about #MAGA more than your own ego, it's time to ride off into the sunset, Judge.",2,1,3,0.666667
22,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",1,Ashrey,bandwagon,"I can assure everyone that by running, Roy Moore is going against my father and he's doing a disservice to all conservatives",3,0,3,1.0
22,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",1,Aarush,slogans,his is pure fake news,2,1,3,0.666667
22,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",1,Aarush,exaggeration,he's doing a disservice to all conservatives,2,1,3,0.666667
22,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",1,Prerana,scapegoating,he's doing a disservice to all conservatives across the country in the process,2,1,3,0.666667
22,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",2,Ashrey,slogans,"The National Republican Senatorial Committee has said its motto in the race is ""ABRM,"" which stands for ""anyone but Roy Moore.""",3,0,3,1.0
22,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",2,Ashrey,exaggeration,We believe most Alabama Republicans realize that nominating Roy Moore would be gift wrapping this Senate seat for Chuck Schumer,3,0,3,1.0
22,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",2,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
22,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",2,Prerana,slogans,"""anyone but Roy Moore.""",3,0,3,1.0
22,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",2,Prerana,exaggeration,would be gift wrapping this Senate seat for Chuck Schumer,3,0,3,1.0
22,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",2,Prerana,name-calling,ether Moore can escape his baggage without his candidacy collapsing under its own weight,1,2,3,0.333333
23,"RMV Fail: 546 license suspensions, more to come",0,Ashrey,exaggeration,"Massachusetts drivers' violations in other states accumulate for more than a year, unprocessed in 53 bins, in a deadly bureaucratic failure",3,0,3,1.0
23,"RMV Fail: 546 license suspensions, more to come",0,Ashrey,exaggeration,"In a stunning press conference detailing the scope of the crisis Monday,",2,1,3,0.666667
23,"RMV Fail: 546 license suspensions, more to come",0,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
23,"RMV Fail: 546 license suspensions, more to come",0,Prerana,demonization,"bins, in a deadly bureaucratic failure that Gov.",0,3,3,0.0
23,"RMV Fail: 546 license suspensions, more to come",0,Prerana,exaggeration,In a stunning press conference detailing the scope,2,1,3,0.666667
23,"RMV Fail: 546 license suspensions, more to come",0,Prerana,demonization,accused of killing seven motorcyclists in New Hampshire on J,0,3,3,0.0
23,"RMV Fail: 546 license suspensions, more to come",0,Prerana,exaggeration,ld have triggered an automatic license suspension,0,3,3,0.0
23,"RMV Fail: 546 license suspensions, more to come",0,Prerana,casual oversimplification,546 drivers have now been suspended based on previously overlooked out-of-state notices.,1,2,3,0.333333
23,"RMV Fail: 546 license suspensions, more to come",1,Ashrey,no polarizing language,no polarizing language selected,2,1,3,0.666667
23,"RMV Fail: 546 license suspensions, more to come",1,Aarush,no polarizing language,no polarizing language selected,2,1,3,0.666667
23,"RMV Fail: 546 license suspensions, more to come",1,Prerana,exaggeration,"t after major failings at the RMV and MBTA, Bak",1,2,3,0.333333
23,"RMV Fail: 546 license suspensions, more to come",1,Prerana,exaggeration,"""The RMV failed to act on critically important",0,3,3,0.0
23,"RMV Fail: 546 license suspensions, more to come",2,Ashrey,no polarizing language,no polarizing language selected,2,1,3,0.666667
23,"RMV Fail: 546 license suspensions, more to come",2,Aarush,no polarizing language,no polarizing language selected,2,1,3,0.666667
23,"RMV Fail: 546 license suspensions, more to come",2,Prerana,doubt,"e unknown reason, when people stopped dealing with the notifications altogether.",2,1,3,0.666667
23,"RMV Fail: 546 license suspensions, more to come",2,Prerana,exaggeration,"e RMV has ""worked around the clock"" to address the backlog",2,1,3,0.666667
23,"RMV Fail: 546 license suspensions, more to come",2,Prerana,demonization,se drivers who shouldn't have been on the road have been i,0,3,3,0.0
23,"RMV Fail: 546 license suspensions, more to come",3,Ashrey,doubt,Someone's dropping the ball' Investigation reveals thousands of notifications awaiting review at RMV,3,0,3,1.0
23,"RMV Fail: 546 license suspensions, more to come",3,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
23,"RMV Fail: 546 license suspensions, more to come",3,Prerana,demonization,r letting dangerous drivers stay on the road Sorry Cha,1,2,3,0.333333
23,"RMV Fail: 546 license suspensions, more to come",3,Prerana,doubt,xiously awaiting to see exactly where there may have been a failure in the system,1,2,3,0.333333
23,"RMV Fail: 546 license suspensions, more to come",4,Ashrey,no polarizing language,no polarizing language selected,0,0,0,
23,"RMV Fail: 546 license suspensions, more to come",4,Aarush,no polarizing language,no polarizing language selected,0,0,0,
23,"RMV Fail: 546 license suspensions, more to come",4,Prerana,no polarizing language,no polarizing language selected,0,0,0,
24,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,0,Ashrey,exaggeration,local medical examiner described as the most brutal murder he had ever seen,3,0,3,1.0
24,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,0,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
24,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,0,Prerana,demonization,victed of brutally murdering a 16-year-old girl in 1,1,2,3,0.333333
24,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,0,Prerana,exaggeration,described as the most brutal murder he had ever seen.,3,0,3,1.0
24,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,1,Ashrey,slogans,"A non-profit organization ""Petition for Paula"" filed a lawsuit",2,1,3,0.666667
24,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,1,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
24,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,1,Prerana,exaggeration,were given the toughest sentence available at the time and h,1,2,3,0.333333
24,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,1,Prerana,doubt,at LaBarbera be given another parole hearing in front of all 12 members,1,2,3,0.333333
24,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,2,Ashrey,no polarizing language,no polarizing language selected,3,0,3,1.0
24,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,2,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
24,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,2,Prerana,bandwagon,HUNDREDS PROTEST PLAN TO RELEASE 16-YEAR-OLD GIRL'S CONVICTED KILLER Former New York Gov.,2,1,3,0.666667
24,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,2,Prerana,demonization,6-YEAR-OLD GIRL'S CONVICTED KILLER Fo,1,2,3,0.333333
24,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,2,Prerana,exaggeration,"hey would have to see that this man should not be out in the streets,"" Pataki said.",2,1,3,0.666667
24,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,3,Ashrey,no polarizing language,no polarizing language selected,3,0,3,1.0
24,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,3,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
24,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,3,Prerana,demonization,ist and murderer is so hideous to,1,2,3,0.333333
24,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,3,Prerana,doubt,. I don't think he's sorry.,3,0,3,1.0
24,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,3,Prerana,doubt,"y for it, so how can he be sorry?",2,1,3,0.666667
25,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",0,Aarush,casual oversimplification,address the so-called emergency.,2,1,3,0.666667
25,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",0,Ashrey,doubt,though it doesn't make any exact recommendations how to address the so-called emergency.,3,0,3,1.0
25,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",0,Prerana,exaggeration,"the United States at a massive-scale.""",1,2,3,0.333333
25,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",0,Prerana,doubt,ress the so-called emergency.,2,1,3,0.666667
25,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",0,Prerana,exaggeration,"solution declaring a climate change emergency, a move that comes after the Green New Deal failed",1,2,3,0.333333
25,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",1,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
25,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",1,Ashrey,name-calling,"a radical, top-down, socialist makeover of the entire U.S. economy.""",2,1,3,0.666667
25,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",1,Prerana,name-calling,"""a radical, top-down, socialist makeover of the entire U.S. economy.""",2,1,3,0.666667
25,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",1,Prerana,name-calling,"ent."" OCASIO-CORTEZ ASSAILS BIDEN'S 'MIDDLE GROUND' CLIMATE CHANGE PLAN, SAYS IT'S 'DEALBREAKER' Both",1,2,3,0.333333
25,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",1,Prerana,no polarizing language,no polarizing language selected,3,0,3,1.0
25,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",2,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
25,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",2,Ashrey,demonization,"President Trump has routinely declared phony national emergencies to advance his deeply unpopular agenda,""",3,0,3,1.0
25,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",2,Ashrey,doubt,"""On the existential threat of climate change, Trump insists on calling it a hoax.""",3,0,3,1.0
25,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",2,Prerana,exaggeration,ng it would devastate the economy and trigger massive tax increases,3,0,3,1.0
25,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",2,Prerana,name-calling,hony national emergencies to advance,2,1,3,0.666667
25,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",2,Prerana,name-calling,ely declared phony national emergencies to advance his deep,2,1,3,0.666667
25,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",2,Prerana,name-calling,"On the existential threat of climate change, Trump",1,2,3,0.333333
26,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,0,Ashrey,name-calling,this president and his chicken hawk cabinet have led us to the brink of war with Iran.,3,0,3,1.0
26,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,0,Aarush,name-calling,this president and his chicken hawk cabinet have led us to the brink of war,3,0,3,1.0
26,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,0,Prerana,name-calling,elative unknown mired at the bottom of,0,3,3,0.0
26,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,0,Prerana,exaggeration,ran one of the night's biggest winners.,1,2,3,0.333333
26,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,0,Prerana,exaggeration,"eing the most searched candidate on Google in most states,",0,3,3,0.0
26,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,0,Prerana,name-calling,"this president and his chicken hawk cabinet have led us to the brink of war with Iran.""",3,0,3,1.0
26,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,1,Ashrey,exaggeration,"When we weren't in there, they started flying planes into our buildings",3,0,3,1.0
26,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,1,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
26,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,1,Prerana,casual oversimplification,"weren't in there, they started flying planes into our buildings,""",3,0,3,1.0
26,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,1,Prerana,exaggeration,"as the most ""composed and authentic.""",1,2,3,0.333333
26,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,1,Prerana,name-calling,calling her out on her relationship with Assad,1,2,3,0.333333
26,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,2,Ashrey,doubt,It's clear who MSNBC wants to be president: Elizabeth Warren. They're giving her more time than all the other candidates combined.,3,0,3,1.0
26,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,2,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
26,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,2,Prerana,exaggeration,the third-lowest amount of speaking time with just 6.6 minutes,0,3,3,0.0
26,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,2,Prerana,exaggeration,"ird-highest amount of speaking time with 9.3 minutes,",0,3,3,0.0
26,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,2,Prerana,name-calling,slamming MSNBC for favoring Warren.,1,2,3,0.333333
